Date,Discharge (m3/s)
2021-08-17,10314.78
2021-08-18,10952.79
2021-08-19,11237.7
2021-08-20,11628.7
2021-08-21,11829.07
2021-08-22,11628.7
2021-08-23,12556.9
2021-08-24,13214.9
2021-08-25,14264.51
2021-08-26,14508.42
2021-08-27,14508.42
2021-08-28,14508.42
2021-08-29,14631.88
2021-08-30,14508.42
2021-08-31,14144.03
2021-09-01,14024.54
2021-09-02,13788.47
2021-09-03,13214.9
2021-09-04,13327.74
2021-09-05,13102.97
2021-09-06,13788.47
2021-09-07,15135.89
2021-09-08,14508.42
2021-09-09,14264.51
2021-09-10,12772.65
2021-09-11,13102.97
2021-09-12,12556.9
2021-09-13,12239.85
2021-09-14,10583.71
2021-09-15,9383.89
2021-09-16,8172.86
2021-09-17,7175.19
2021-09-18,6809.89
2021-09-19,6406.31
2021-09-20,6350.57
2021-09-21,6240.49
2021-09-22,6132.25
2021-09-23,5717.07
2021-09-24,5190.15
2021-09-25,4922.77
2021-09-26,4586.83
2021-09-27,4123.96
2021-09-28,3909.72
2021-09-29,3739.42
2021-09-30,3155.07
2021-10-01,2883.91
2021-10-02,2496.1
2021-10-03,2451.31
2021-10-04,2707.59
2021-10-05,3183.5
2021-10-06,3359.32
2021-10-07,3576.27
2021-10-08,3512.94
2021-10-09,3739.42
2021-10-10,3640.69
2021-10-11,3270.27
2021-10-12,3016.56
2021-10-13,2756.88
2021-10-14,2429.21
2021-10-15,2300.56
2021-10-16,2218.47
2021-10-17,2139.2
2021-10-18,2635.25
2021-10-19,2909.98
2021-10-20,2807.03
2021-10-21,2936.28
2021-10-22,2732.13
2021-10-23,2518.79
2021-10-24,2473.61
2021-10-25,2564.77
2021-10-26,2407.3
2021-10-27,2321.54
2021-10-28,2081.54
2021-10-29,2025.38
2021-10-30,1865.52
2021-10-31,1765.77
2021-11-01,1717.85
2021-11-02,1733.68
2021-11-03,2025.38
2021-11-04,2062.66
2021-11-05,2062.66
2021-11-06,2100.59
2021-11-07,1988.76
2021-11-08,1882.67
2021-11-09,1749.66
2021-11-10,1596.08
2021-11-11,1415.73
2021-11-12,1640.73
2021-11-13,1455.52
2021-11-14,1402.7
2021-11-15,1428.88
2021-11-16,1482.64
2021-11-17,1402.7
2021-11-18,1442.14
2021-11-19,1455.52
2021-11-20,1552.59
2021-11-21,1524.24
2021-11-22,1442.14
2021-11-23,1376.99
2021-11-24,1266.79
2021-11-25,1143.6
2021-11-26,1061.34
2021-11-27,1081.36
2021-11-28,984.8
2021-11-29,957.48
2021-11-30,930.9
2021-12-01,1012.86
2021-12-02,1133
2021-12-03,1209.29
2021-12-04,1209.29
2021-12-05,1442.14
2021-12-06,1581.46
2021-12-07,1702.15
2021-12-08,1655.88
2021-12-09,1376.99
2021-12-10,1154.31
2021-12-11,966.51
2021-12-12,855.35
2021-12-13,793.18
2021-12-14,839.38
2021-12-15,815.97
2021-12-16,847.33
2021-12-17,847.33
2021-12-18,879.85
2021-12-19,863.44
2021-12-20,763.75
2021-12-21,763.75
2021-12-22,855.35
2021-12-23,847.33
2021-12-24,839.38
2021-12-25,785.72
2021-12-26,728.43
2021-12-27,688.13
2021-12-28,643.82
2021-12-29,596.54
2021-12-30,631.67
2021-12-31,625.68
